Bracket Type=4,,,,,,,,,,,,,,,,,,,,
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 ChannelSelect,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name
Unknown,Sample2_HILICneg_supernatant_SZ_07262024_11,HSB17B1_PTC_B10_Sup_DHEAS_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:B2,3,,0,0,0,1,,,,,,,
Unknown,Sample2_RPpos_supernatant_SZ_07262024_12,HSB17B1_PTC_B10_Sup_DHEAS_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:B2,3,,0,0,0,1,,,,,,,
Unknown,Sample3_HILICneg_supernatant_SZ_07262024_13,ABCG2_WT3_Sup_Basal_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:B3,3,,0,0,0,1,,,,,,,
Unknown,Sample3_RPpos_supernatant_SZ_07262024_14,ABCG2_WT3_Sup_Basal_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:B3,3,,0,0,0,1,,,,,,,
Unknown,Sample4_HILICneg_supernatant_SZ_07262024_15,CYP11A1_WT3_Sup_DHEAS_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:B4,3,,0,0,0,1,,,,,,,
Unknown,Sample4_RPpos_supernatant_SZ_07262024_16,CYP11A1_WT3_Sup_DHEAS_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:B4,3,,0,0,0,1,,,,,,,
Unknown,Sample5_HILICneg_supernatant_SZ_07262024_17,CYP19A1_PTC_F08_Sup_DHEAS_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:B5,3,,0,0,0,1,,,,,,,
Unknown,Sample5_RPpos_supernatant_SZ_07262024_18,CYP19A1_PTC_F08_Sup_DHEAS_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:B5,3,,0,0,0,1,,,,,,,
Unknown,Sample6_HILICneg_supernatant_SZ_07262024_19,WT_1_Sup_Basal_ARTI,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:B6,3,,0,0,0,1,,,,,,,
Unknown,Sample6_RPpos_supernatant_SZ_07262024_20,WT_1_Sup_Basal_ARTI,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:B6,3,,0,0,0,1,,,,,,,
Unknown,Sample7_HILICneg_supernatant_SZ_07262024_21,CYP11A1_WT2_Sup_Basal_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:B7,3,,0,0,0,1,,,,,,,
Unknown,Sample7_RPpos_supernatant_SZ_07262024_22,CYP11A1_WT2_Sup_Basal_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:B7,3,,0,0,0,1,,,,,,,
Unknown,Sample8_HILICneg_supernatant_SZ_07262024_23,CYP19A1_WT3_Sup_DHEAS_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:B8,3,,0,0,0,1,,,,,,,
Unknown,Sample8_RPpos_supernatant_SZ_07262024_24,CYP19A1_WT3_Sup_DHEAS_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:B8,3,,0,0,0,1,,,,,,,
Unknown,Sample9_HILICneg_supernatant_SZ_07262024_25,CYP11A1_PTC_A11_Sup_Basal_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:B9,3,,0,0,0,1,,,,,,,
Unknown,Sample9_RPpos_supernatant_SZ_07262024_26,CYP11A1_PTC_A11_Sup_Basal_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:B9,3,,0,0,0,1,,,,,,,
Unknown,Sample10_HILICneg_supernatant_SZ_07262024_27,ABCG2_PTC_B03_Sup_Basal_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C1,3,,0,0,0,1,,,,,,,
Unknown,Sample10_RPpos_supernatant_SZ_07262024_28,ABCG2_PTC_B03_Sup_Basal_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C1,3,,0,0,0,1,,,,,,,
QC,Pool_QC_HILICneg_2_supernatant_SZ_07262024_29,Pool_QC,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:A5,3,,0,0,0,1,,,,,,,
QC,Pool_QC_RPpos_2_supernatant_SZ_07262024_30,Pool_QC,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:A5,3,,0,0,0,1,,,,,,,
Unknown,Sample11_HILICneg_supernatant_SZ_07262024_31,ABCG2_PTC_C11_Sup_Basal_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C2,3,,0,0,0,1,,,,,,,
Unknown,Sample11_RPpos_supernatant_SZ_07262024_32,ABCG2_PTC_C11_Sup_Basal_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C2,3,,0,0,0,1,,,,,,,
Unknown,Sample12_HILICneg_supernatant_SZ_07262024_33,CYP11A1_WT1_Sup_Basal_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C3,3,,0,0,0,1,,,,,,,
Unknown,Sample12_RPpos_supernatant_SZ_07262024_34,CYP11A1_WT1_Sup_Basal_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C3,3,,0,0,0,1,,,,,,,
Unknown,Sample13_HILICneg_supernatant_SZ_07262024_35,CYP19A1_WT3_Sup_DHEAS_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C4,3,,0,0,0,1,,,,,,,
Unknown,Sample13_RPpos_supernatant_SZ_07262024_36,CYP19A1_WT3_Sup_DHEAS_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C4,3,,0,0,0,1,,,,,,,
Unknown,Sample14_HILICneg_supernatant_SZ_07262024_37,SLC22A11_PTC_B09_Sup_DHEAS_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C5,3,,0,0,0,1,,,,,,,
Unknown,Sample14_RPpos_supernatant_SZ_07262024_38,SLC22A11_PTC_B09_Sup_DHEAS_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C5,3,,0,0,0,1,,,,,,,
Unknown,Sample15_HILICneg_supernatant_SZ_07262024_39,SLC22A11_PTC_D07_Sup_DHEAS_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C6,3,,0,0,0,1,,,,,,,
Unknown,Sample15_RPpos_supernatant_SZ_07262024_40,SLC22A11_PTC_D07_Sup_DHEAS_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C6,3,,0,0,0,1,,,,,,,
Unknown,Sample16_HILICneg_supernatant_SZ_07262024_41,ABCG2_PTC_C11_Sup_DHEAS_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C7,3,,0,0,0,1,,,,,,,
Unknown,Sample16_RPpos_supernatant_SZ_07262024_42,ABCG2_PTC_C11_Sup_DHEAS_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C7,3,,0,0,0,1,,,,,,,
Unknown,Sample17_HILICneg_supernatant_SZ_07262024_43,PTC_A03_Sup_DHEAS_3_ARTI,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C8,3,,0,0,0,1,,,,,,,
Unknown,Sample17_RPpos_supernatant_SZ_07262024_44,PTC_A03_Sup_DHEAS_3_ARTI,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C8,3,,0,0,0,1,,,,,,,
Unknown,Sample18_HILICneg_supernatant_SZ_07262024_45,CYP11A1_PTC_A11_Sup_Basal_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C9,3,,0,0,0,1,,,,,,,
Unknown,Sample18_RPpos_supernatant_SZ_07262024_46,CYP11A1_PTC_A11_Sup_Basal_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C9,3,,0,0,0,1,,,,,,,
Unknown,Sample19_HILICneg_supernatant_SZ_07262024_47,CYP11A1_PTC_A11_Sup_DHEAS_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D1,3,,0,0,0,1,,,,,,,
Unknown,Sample19_RPpos_supernatant_SZ_07262024_48,CYP11A1_PTC_A11_Sup_DHEAS_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D1,3,,0,0,0,1,,,,,,,
Unknown,Sample20_HILICneg_supernatant_SZ_07262024_49,SLC22A11_PTC_B09_Sup_DHEAS_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D2,3,,0,0,0,1,,,,,,,
Unknown,Sample20_RPpos_supernatant_SZ_07262024_50,SLC22A11_PTC_B09_Sup_DHEAS_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D2,3,,0,0,0,1,,,,,,,
QC,Pool_QC_HILICneg_3_supernatant_SZ_07262024_51,Pool_QC,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:A5,3,,0,0,0,1,,,,,,,
QC,Pool_QC_RPpos_3_supernatant_SZ_07262024_52,Pool_QC,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:A5,3,,0,0,0,1,,,,,,,
Unknown,Sample21_HILICneg_supernatant_SZ_07262024_53,HSB17B1_PTC_A09_Sup_Basal_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D3,3,,0,0,0,1,,,,,,,
Unknown,Sample21_RPpos_supernatant_SZ_07262024_54,HSB17B1_PTC_A09_Sup_Basal_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D3,3,,0,0,0,1,,,,,,,
Unknown,Sample22_HILICneg_supernatant_SZ_07262024_55,ABCG2_WT1_Sup_DHEAS_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D4,3,,0,0,0,1,,,,,,,
Unknown,Sample22_RPpos_supernatant_SZ_07262024_56,ABCG2_WT1_Sup_DHEAS_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D4,3,,0,0,0,1,,,,,,,
Unknown,Sample23_HILICneg_supernatant_SZ_07262024_57,CYP11A1_WT2_Sup_DHEAS_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D5,3,,0,0,0,1,,,,,,,
Unknown,Sample23_RPpos_supernatant_SZ_07262024_58,CYP11A1_WT2_Sup_DHEAS_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D5,3,,0,0,0,1,,,,,,,
Unknown,Sample24_HILICneg_supernatant_SZ_07262024_59,CYP19A1_WT2_Sup_Basal_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D6,3,,0,0,0,1,,,,,,,
Unknown,Sample24_RPpos_supernatant_SZ_07262024_60,CYP19A1_WT2_Sup_Basal_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D6,3,,0,0,0,1,,,,,,,
Unknown,Sample25_HILICneg_supernatant_SZ_07262024_61,HSB17B1_PTC_B10_Sup_Basal_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D7,3,,0,0,0,1,,,,,,,
Unknown,Sample25_RPpos_supernatant_SZ_07262024_62,HSB17B1_PTC_B10_Sup_Basal_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D7,3,,0,0,0,1,,,,,,,
Unknown,Sample26_HILICneg_supernatant_SZ_07262024_63,CYP19A1_PTC_F08_Sup_Basal_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D8,3,,0,0,0,1,,,,,,,
Unknown,Sample26_RPpos_supernatant_SZ_07262024_64,CYP19A1_PTC_F08_Sup_Basal_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D8,3,,0,0,0,1,,,,,,,
Unknown,Sample27_HILICneg_supernatant_SZ_07262024_65,CYP19A1_WT3_Sup_Basal_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D9,3,,0,0,0,1,,,,,,,
Unknown,Sample27_RPpos_supernatant_SZ_07262024_66,CYP19A1_WT3_Sup_Basal_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D9,3,,0,0,0,1,,,,,,,
Unknown,Sample28_HILICneg_supernatant_SZ_07262024_67,CYP19A1_PTC_C06_Sup_DHEAS_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:E1,3,,0,0,0,1,,,,,,,
Unknown,Sample28_RPpos_supernatant_SZ_07262024_68,CYP19A1_PTC_C06_Sup_DHEAS_R3,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:E1,3,,0,0,0,1,,,,,,,
Unknown,Sample29_HILICneg_supernatant_SZ_07262024_69,CYP19A1_PTC_B07_Sup_DHEAS_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:E2,3,,0,0,0,1,,,,,,,
Unknown,Sample29_RPpos_supernatant_SZ_07262024_70,CYP19A1_PTC_B07_Sup_DHEAS_R1,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:E2,3,,0,0,0,1,,,,,,,
Unknown,Sample30_HILICneg_supernatant_SZ_07262024_71,CYP11A1_PTC_E10_Sup_Basal_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:E3,3,,0,0,0,1,,,,,,,
Unknown,Sample30_RPpos_supernatant_SZ_07262024_72,CYP11A1_PTC_E10_Sup_Basal_R2,D:\HF-X_data\Shujian Zheng\07242024_MorPhic_CYP19A1_CYP11A1_ABCG2_SLC22A11\Supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:E3,3,,0,0,0,1,,,,,,,
