skip
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 ChannelSelect,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name
Unknown,HMGCS2_Supernatant_Sample10_RPpos_SZ_09202023_28,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C1,3,,0,0,0,1,,,,,,,
QC,Pool_QC_HMGCS2_Supernatant_HILICneg_2_SZ_09202023_29,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:A5,3,,0,0,0,1,,,,,,,
QC,Pool_QC_HMGCS2_Supernatant_RPpos_2_SZ_09202023_30,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:A5,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample11_HILICneg_SZ_09202023_31,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C2,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample11_RPpos_SZ_09202023_32,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C2,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample12_HILICneg_SZ_09202023_33,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C3,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample12_RPpos_SZ_09202023_34,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C3,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample13_HILICneg_SZ_09202023_35,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C4,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample13_RPpos_SZ_09202023_36,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C4,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample14_HILICneg_SZ_09202023_37,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C5,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample14_RPpos_SZ_09202023_38,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C5,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample15_HILICneg_SZ_09202023_39,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C6,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample15_RPpos_SZ_09202023_40,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C6,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample16_HILICneg_SZ_09202023_41,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C7,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample16_RPpos_SZ_09202023_42,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C7,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample17_HILICneg_SZ_09202023_43,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C8,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample17_RPpos_SZ_09202023_44,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C8,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample18_HILICneg_SZ_09202023_45,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:C9,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample18_RPpos_SZ_09202023_46,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:C9,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample19_HILICneg_SZ_09202023_47,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D1,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample19_RPpos_SZ_09202023_48,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D1,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample20_HILICneg_SZ_09202023_49,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D2,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample20_RPpos_SZ_09202023_50,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D2,3,,0,0,0,1,,,,,,,
QC,Pool_QC_HMGCS2_Supernatant_HILICneg_3_SZ_09202023_51,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:A5,3,,0,0,0,1,,,,,,,
QC,Pool_QC_HMGCS2_Supernatant_RPpos_3_SZ_09202023_52,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:A5,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample21_HILICneg_SZ_09202023_53,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D3,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample21_RPpos_SZ_09202023_54,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D3,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample22_HILICneg_SZ_09202023_55,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D4,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample22_RPpos_SZ_09202023_56,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D4,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample23_HILICneg_SZ_09202023_57,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D5,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample23_RPpos_SZ_09202023_58,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D5,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample24_HILICneg_SZ_09202023_59,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D6,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample24_RPpos_SZ_09202023_60,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D6,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample25_HILICneg_SZ_09202023_61,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D7,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample25_RPpos_SZ_09202023_62,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D7,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample26_HILICneg_SZ_09202023_63,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D8,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample26_RPpos_SZ_09202023_64,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D8,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample27_HILICneg_SZ_09202023_65,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:D9,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample27_RPpos_SZ_09202023_66,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:D9,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample28_HILICneg_SZ_09202023_67,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:E1,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample28_RPpos_SZ_09202023_68,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:E1,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample29_HILICneg_SZ_09202023_69,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:E2,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample29_RPpos_SZ_09202023_70,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:E2,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample30_HILICneg_SZ_09202023_71,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:E3,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample30_RPpos_SZ_09202023_72,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:E3,3,,0,0,0,1,,,,,,,
QC,Pool_QC_HMGCS2_Supernatant_HILICneg_4_SZ_09202023_73,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:A5,3,,0,0,0,1,,,,,,,
QC,Pool_QC_HMGCS2_Supernatant_RPpos_4_SZ_09202023_74,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:A5,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample31_HILICneg_SZ_09202023_75,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:E4,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample31_RPpos_SZ_09202023_76,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:E4,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample32_HILICneg_SZ_09202023_77,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:E5,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample32_RPpos_SZ_09202023_78,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:E5,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample33_HILICneg_SZ_09202023_79,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:E6,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample33_RPpos_SZ_09202023_80,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:E6,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample34_HILICneg_SZ_09202023_81,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:E7,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample34_RPpos_SZ_09202023_82,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:E7,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample35_HILICneg_SZ_09202023_83,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:E8,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample35_RPpos_SZ_09202023_84,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:E8,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample36_HILICneg_SZ_09202023_85,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:E9,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample36_RPpos_SZ_09202023_86,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:E9,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample37_HILICneg_SZ_09202023_87,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:F1,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample37_RPpos_SZ_09202023_88,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:F1,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample38_HILICneg_SZ_09202023_89,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:F2,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample38_RPpos_SZ_09202023_90,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:F2,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample39_HILICneg_SZ_09202023_91,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:F3,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample39_RPpos_SZ_09202023_92,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:F3,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample40_HILICneg_SZ_09202023_93,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_HILIC_neg_60k_20min,,,R:F4,3,,0,0,0,1,,,,,,,
Unknown,HMGCS2_Supernatant_Sample40_RPpos_SZ_09202023_94,R:1,D:\HF-X_data\Shujian Zheng\09202023_Zukai_Supernatant,C:\Xcalibur\methods\Shujian\Regular\06142023_SZ_RPpos_60Kres_20min,,,R:F4,3,,0,0,0,1,,,,,,,
