Bracket Type=4,
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 ChannelSelect,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name
Unknown,STS_PTC_C12_Basal_R2_12C_DnCl_SZ_12042024_18,C12_STS_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C1,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C_DnCl_2_SZ_12042024_19,Pool_12C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A6,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C13C_DnCl_2_SZ_12042024_20,Pool_12C13C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A7,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_B08_DHEAS_R2_12C_DnCl_SZ_12042024_21,B08_STS_CE_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C2,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_F10_DHEAS_R3_12C_DnCl_SZ_12042024_22,F10_STS_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C3,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_F10_Basal_R1_12C_DnCl_SZ_12042024_23,F10_STS_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C4,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_D10_DHEAS_R2_12C_DnCl_SZ_12042024_24,D10_STS_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C5,3,,0,0,0,1,,,,,,,
Unknown,STS_KO_B03_Basal_R1_12C_DnCl_SZ_12042024_25,B03_STS_KO_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C6,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_C05_DHEAS_R2_12C_DnCl_SZ_12042024_26,C05_STS_CE_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C7,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_C07_DHEAS_R1_12C_DnCl_SZ_12042024_27,C07_HSD3B1_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C8,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_C12_Basal_R3_12C_DnCl_SZ_12042024_28,C12_HSD3B1_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:C9,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_C07_Basal_R1_12C_DnCl_SZ_12042024_29,C07_HSD3B1_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D1,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_B08_Basal_R1_12C_DnCl_SZ_12042024_30,B08_STS_CE_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D2,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C_DnCl_3_SZ_12042024_31,Pool_12C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A6,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C13C_DnCl_3_SZ_12042024_32,Pool_12C13C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A7,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_C12_DHEAS_R3_12C_DnCl_SZ_12042024_33,C12_HSD3B1_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D3,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_D03_DHEAS_R2_12C_DnCl_SZ_12042024_34,D03_HSD3B1_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D4,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_A06_DHEAS_R1_12C_DnCl_SZ_12042024_35,A06_STS_CE_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D5,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_C05_Basal_R3_12C_DnCl_SZ_12042024_36,C05_STS_CE_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D6,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_D10_Basal_R1_12C_DnCl_SZ_12042024_37,D10_STS_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D7,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_C12_DHEAS_R3_12C_DnCl_SZ_12042024_38,C12_STS_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D8,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_A06_DHEAS_R2_12C_DnCl_SZ_12042024_39,A06_STS_CE_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:D9,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_F10_DHEAS_R2_12C_DnCl_SZ_12042024_40,F10_STS_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E1,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_C07_DHEAS_R2_12C_DnCl_SZ_12042024_41,C07_HSD3B1_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E2,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_C12_Basal_R1_12C_DnCl_SZ_12042024_42,C12_STS_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E3,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C_DnCl_4_SZ_12042024_43,Pool_12C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A6,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C13C_DnCl_4_SZ_12042024_44,Pool_12C13C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A7,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_C12_DHEAS_R2_12C_DnCl_SZ_12042024_45,C12_STS_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E4,3,,0,0,0,1,,,,,,,
Unknown,WT_Basal_2_12C_DnCl_SZ_12042024_46,WT_WT_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E5,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_C12_DHEAS_R2_12C_DnCl_SZ_12042024_47,C12_HSD3B1_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E6,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_A06_Basal_R3_12C_DnCl_SZ_12042024_48,A06_STS_CE_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E7,3,,0,0,0,1,,,,,,,
Unknown,WT_DHEAS_3_12C_DnCl_SZ_12042024_49,WT_WT_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E8,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_D10_DHEAS_R1_12C_DnCl_SZ_12042024_50,D10_STS_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:E9,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_D03_Basal_R2_12C_DnCl_SZ_12042024_51,D03_HSD3B1_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F1,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_C05_Basal_R1_12C_DnCl_SZ_12042024_52,C05_STS_CE_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F2,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_B08_Basal_R3_12C_DnCl_SZ_12042024_53,B08_STS_CE_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F3,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_B08_DHEAS_R3_12C_DnCl_SZ_12042024_54,B08_STS_CE_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F4,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C_DnCl_5_SZ_12042024_55,Pool_12C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A6,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C13C_DnCl_5_SZ_12042024_56,Pool_12C13C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A7,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_D10_Basal_R3_12C_DnCl_SZ_12042024_57,D10_STS_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F5,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_F10_Basal_R2_12C_DnCl_SZ_12042024_58,F10_STS_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F6,3,,0,0,0,1,,,,,,,
Unknown,STS_KO_B03_DHEAS_R2_12C_DnCl_SZ_12042024_59,B03_STS_KO_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F7,3,,0,0,0,1,,,,,,,
Unknown,STS_KO_A01_DHEAS_R3_12C_DnCl_SZ_12042024_60,A01_STS_KO_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F8,3,,0,0,0,1,,,,,,,
Unknown,STS_KO_B03_Basal_R3_12C_DnCl_SZ_12042024_61,B03_STS_KO_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F9,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_C07_Basal_R3_12C_DnCl_SZ_12042024_62,C07_HSD3B1_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A1,3,,0,0,0,1,,,,,,,
Unknown,STS_KO_A01_Basal_R3_12C_DnCl_SZ_12042024_63,A01_STS_KO_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A2,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_C12_Basal_R2_12C_DnCl_SZ_12042024_64,C12_HSD3B1_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A3,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_C05_DHEAS_R3_12C_DnCl_SZ_12042024_65,C05_STS_CE_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A4,3,,0,0,0,1,,,,,,,
Unknown,STS_KO_A02_Basal_R2_12C_DnCl_SZ_12042024_66,A02_STS_KO_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A5,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C_DnCl_6_SZ_12042024_67,Pool_12C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A6,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C13C_DnCl_6_SZ_12042024_68,Pool_12C13C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A7,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_D03_DHEAS_R1_12C_DnCl_SZ_12042024_69,D03_HSD3B1_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A6,3,,0,0,0,1,,,,,,,
Unknown,STS_KO_A02_DHEAS_R1_12C_DnCl_SZ_12042024_70,A02_STS_KO_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A7,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_F10_DHEAS_R1_12C_DnCl_SZ_12042024_71,F10_STS_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A8,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_D10_DHEAS_R3_12C_DnCl_SZ_12042024_72,D10_STS_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A9,3,,0,0,0,1,,,,,,,
Unknown,STS_KO_A02_Basal_R3_12C_DnCl_SZ_12042024_73,A02_STS_KO_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B1,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_D10_Basal_R2_12C_DnCl_SZ_12042024_74,D10_STS_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B2,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_D03_Basal_R3_12C_DnCl_SZ_12042024_75,D03_HSD3B1_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B3,3,,0,0,0,1,,,,,,,
Unknown,WT_Basal_3_12C_DnCl_SZ_12042024_76,WT_WT_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B4,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_C12_Basal_R3_12C_DnCl_SZ_12042024_77,C12_STS_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B5,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_C07_DHEAS_R3_12C_DnCl_SZ_12042024_78,C07_HSD3B1_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B6,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C_DnCl_7_SZ_12042024_79,Pool_12C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A6,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C13C_DnCl_7_SZ_12042024_80,Pool_12C13C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A7,3,,0,0,0,1,,,,,,,
Unknown,WT_DHEAS_2_12C_DnCl_SZ_12042024_81,WT_WT_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B7,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_C07_Basal_R2_12C_DnCl_SZ_12042024_82,C07_HSD3B1_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B8,3,,0,0,0,1,,,,,,,
Unknown,STS_KO_A01_DHEAS_R1_12C_DnCl_SZ_12042024_83,A01_STS_KO_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B9,3,,0,0,0,1,,,,,,,
Unknown,STS_PTC_C12_DHEAS_R1_12C_DnCl_SZ_12042024_84,C12_STS_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C1,3,,0,0,0,1,,,,,,,
Unknown,STS_KO_B03_Basal_R2_12C_DnCl_SZ_12042024_85,B03_STS_KO_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C2,3,,0,0,0,1,,,,,,,
Unknown,STS_KO_A02_DHEAS_R3_12C_DnCl_SZ_12042024_86,A02_STS_KO_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C3,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_A06_DHEAS_R3_12C_DnCl_SZ_12042024_87,A06_STS_CE_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C4,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_C12_Basal_R1_12C_DnCl_SZ_12042024_88,C12_HSD3B1_PTC_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C5,3,,0,0,0,1,,,,,,,
Unknown,HSD3B1_PTC_D03_DHEAS_R3_12C_DnCl_SZ_12042024_89,D03_HSD3B1_PTC_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C6,3,,0,0,0,1,,,,,,,
Unknown,STS_KO_A01_Basal_R2_12C_DnCl_SZ_12042024_90,A01_STS_KO_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C7,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C_DnCl_8_SZ_12042024_91,Pool_12C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A6,3,,0,0,0,1,,,,,,,
Unknown,Pool_12C13C_DnCl_8_SZ_12042024_92,Pool_12C13C_DnCl,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A7,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_C05_Basal_R2_12C_DnCl_SZ_12042024_93,C05_STS_CE_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C8,3,,0,0,0,1,,,,,,,
Unknown,STS_KO_B03_DHEAS_R3_12C_DnCl_SZ_12042024_94,B03_STS_KO_DHEAS,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C9,3,,0,0,0,1,,,,,,,
Unknown,STS_CE_B08_Basal_R2_12C_DnCl_SZ_12042024_95,B08_STS_CE_Basal,D:\Shujian\12042024_STS_HSD3B1\DnCl,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:D1,3,,0,0,0,1,,,,,,,
